seasonYear,date,gridID,time,timeSeg,birdMamm,earlierName,eBirdIndiaName2023,number,distance,HSF,remarks
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Puff-throated Babbler,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Malabar Grey Hornbill,1,10,S,Male
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Indian Scimitar-Babbler,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Yellow-browed Bulbul,2,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Malabar Whistling-Thrush,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Greater Coucal,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Indian Swiftlet,2,0,F,OC
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,White-bellied Treepie,1,20,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Red-whiskered Bulbul,2,30,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Square-tailed Bulbul (Black Bulbul),1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Spotted Dove,1,50,H,From tea
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Bird,,Great Hornbill (Great Pied Hornbill),1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Grey Junglefowl,1,30,H,
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Malabar Grey Hornbill,1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Vernal Hanging-Parrot (Indian Lorikeet),1,50,F,OC
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Indian Peafowl,1,50,H,From tea
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Malabar Barbet (Crimson-throated Barbet),1,50,H,
2024 Summer,2024-Apr-25,B02,06:08,2,Bird,,Malabar Imperial-Pigeon,2,30,S,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Red-whiskered Bulbul,2,20,H,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Puff-throated Babbler,1,30,H,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Jungle Myna,3,20,H,From tea
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Oriental Magpie-Robin,1,20,H,From tea
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Malabar Whistling-Thrush,1,30,H,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Red-whiskered Bulbul,5,15,S,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Black-naped Monarch,1,30,H,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Yellow-browed Bulbul,2,30,H,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Oriental Magpie-Robin,1,15,S,
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,Malabar Grey Hornbill,1,15,S,"Male. With Mesospis fruit, flying towards B02. Possibly nesting there."
2024 Summer,2024-Apr-25,A02,06:24,1,Bird,,White-throated Kingfisher,1,5,S,
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Nilgiri Flowerpecker,1,5,H,
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Indian Peafowl,2,30,H,
2024 Summer,2024-Apr-25,A02,06:24,2,Mammal,,JUNGLE STRIPED SQUIRREL,1,20,S,In tea
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Common Tailorbird,1,50,H,In tea
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Indian Scimitar-Babbler,1,50,H,
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Large-billed Crow,2,50,F,OC
2024 Summer,2024-Apr-25,A02,06:24,2,Bird,,Jungle Owlet,1,50,H,
2024 Summer,2024-Apr-25,A02,06:24,2,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Brown Fish-Owl,1,30,S,E
2024 Summer,2024-Apr-25,A01,06:42,1,Mammal,,MALABAR GIANT SQUIRREL,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Grey-breasted Prinia,1,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Red-whiskered Bulbul,2,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Red-whiskered Bulbul,2,15,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Indian Scimitar-Babbler,2,30,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Common Tailorbird,1,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Oriental Magpie-Robin,1,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Grey Junglefowl,1,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,White-cheeked Barbet (Small Green Barbet),1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Large-billed Crow,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Oriental Magpie-Robin,1,50,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Nilgiri Flowerpecker,1,20,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Vernal Hanging-Parrot (Indian Lorikeet),1,30,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Malabar Whistling-Thrush,1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,White-cheeked Barbet (Small Green Barbet),2,0,S,Feeding on Ficus
2024 Summer,2024-Apr-25,A01,06:42,1,Bird,,Puff-throated Babbler,1,30,H,
2024 Summer,2024-Apr-25,A01,06:42,1,Mammal,,JUNGLE STRIPED SQUIRREL,1,30,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,2,Bird,,Indian White-eye (Oriental White-eye),1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,2,Bird,,Indian Peafowl,1,50,H,In tea
2024 Summer,2024-Apr-25,A01,06:42,2,Bird,,Vernal Hanging-Parrot (Indian Lorikeet),1,50,H,
2024 Summer,2024-Apr-25,A01,06:42,2,Bird,,Southern Hill Myna,1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Orange-headed Thrush,1,30,H,In tea. Singing
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Oriental Magpie-Robin,1,50,H,In tea. Singing
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Red-whiskered Bulbul,2,30,H,In tea.
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,White-cheeked Barbet (Small Green Barbet),1,30,H,
2024 Summer,2024-Apr-25,B01,07:00,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Common Tailorbird,1,30,H,In tea
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Nilgiri Flowerpecker,1,30,F,UC
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Southern Hill Myna,1,30,H,
2024 Summer,2024-Apr-25,B01,07:00,1,Bird,,Yellow-browed Bulbul,1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,White-cheeked Barbet (Small Green Barbet),1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,Greater Coucal,1,50,H,
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,Rufous Babbler,1,30,H,"GP, In  tea"
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,Southern Hill Myna,1,0,F,UC
2024 Summer,2024-Apr-25,B01,07:00,2,Bird,,Puff-throated Babbler,1,30,H,In tea
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Grey-fronted Green-Pigeon (Pompadour Green-Pigeon),1,30,H,
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Common Tailorbird,1,50,H,In tea
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Malabar Whistling-Thrush,1,30,H,
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Malabar Grey Hornbill,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Red-whiskered Bulbul,4,30,S,In tea
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-25,C01,07:17,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,1,Bird,,Plum-headed Parakeet,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,2,Bird,,Crimson-backed Sunbird (Small Sunbird),1,30,H,
2024 Summer,2024-Apr-25,C01,07:17,2,Mammal,,MALABAR GIANT SQUIRREL,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,2,Bird,,Puff-throated Babbler,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,2,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-25,C01,07:17,2,Bird,,Orange-headed Thrush,1,30,H,Call
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Brown Hawk-Owl,1,30,H,Call
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Great Hornbill (Great Pied Hornbill),1,30,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Jungle Owlet,1,30,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Malabar Imperial-Pigeon,1,30,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Mammal,,MALABAR GIANT SQUIRREL,1,20,S,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Malabar Whistling-Thrush,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Malabar Whistling-Thrush,1,30,S,
2024 Summer,2024-Apr-25,C02,07:34,1,Mammal,,MALABAR GIANT SQUIRREL,2,10,S,On tetramelus
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,Indian Scimitar-Babbler,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,1,Bird,,White-bellied Blue Flycatcher,1,30,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,Red-whiskered Bulbul,2,30,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,Malabar Flameback,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,White-throated Kingfisher,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,C02,07:34,2,Bird,,Southern Hill Myna,2,5,S,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Lesser Yellownape,1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Mammal,,MALABAR GIANT SQUIRREL,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Square-tailed Bulbul (Black Bulbul),2,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Malabar Woodshrike,1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Red-whiskered Bulbul,2,30,S,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Indian Scimitar-Babbler,1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Asian Fairy-bluebird,1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Great Hornbill (Great Pied Hornbill),1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Velvet-fronted Nuthatch,1,20,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Crimson-backed Sunbird (Small Sunbird),1,10,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Puff-throated Babbler,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,1,Bird,,Common Flameback (Goldenbacked Three-toed Woodpecker),1,30,H,
2024 Summer,2024-Apr-25,D02,07:52,2,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,D02,07:52,2,Bird,,Yellow-browed Bulbul,2,30,H,
2024 Summer,2024-Apr-25,D02,07:52,2,Bird,,Crimson-backed Sunbird (Small Sunbird),1,30,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Common Tailorbird,1,50,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Red-whiskered Bulbul,2,30,S,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Square-tailed Bulbul (Black Bulbul),2,30,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Changeable Hawk-Eagle,1,30,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Asian Fairy-bluebird,1,10,S,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),1,30,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Grey-fronted Green-Pigeon (Pompadour Green-Pigeon),1,50,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,White-cheeked Barbet (Small Green Barbet),1,50,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Nilgiri Flowerpecker,1,30,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Yellow-browed Bulbul,2,20,H,
2024 Summer,2024-Apr-25,E02,08:14,1,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-25,E02,08:14,2,Bird,,White-cheeked Barbet (Small Green Barbet),2,30,H,
2024 Summer,2024-Apr-25,E02,08:14,2,Bird,,Greater Coucal,2,30,H,
2024 Summer,2024-Apr-25,E02,08:14,2,Bird,,Yellow-browed Bulbul,2,10,S,
2024 Summer,2024-Apr-25,E02,08:14,2,Bird,,Nilgiri Flowerpecker,1,10,S,
2024 Summer,2024-Apr-25,E02,08:14,2,Bird,,Orange Minivet,2,30,S,MALE
2024 Summer,2024-Apr-25,D03,08:37,1,Bird,,White-bellied Treepie,1,30,H,
2024 Summer,2024-Apr-25,D03,08:37,1,Bird,,Asian Fairy-bluebird,1,30,H,
2024 Summer,2024-Apr-25,D03,08:37,1,Bird,,Vernal Hanging-Parrot (Indian Lorikeet),1,30,F,UC
2024 Summer,2024-Apr-25,D03,08:37,1,Mammal,,NILGIRI LANGUR,3,30,S,
2024 Summer,2024-Apr-25,D03,08:37,1,Bird,,Indian Peafowl,1,50,H,From tea
2024 Summer,2024-Apr-25,D03,08:37,1,Bird,,White-cheeked Barbet (Small Green Barbet),1,30,H,
2024 Summer,2024-Apr-25,D03,08:37,2,Bird,,Red-whiskered Bulbul,2,50,H,in tea
2024 Summer,2024-Apr-25,D03,08:37,2,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-25,D03,08:37,2,Bird,,Indian Swiftlet,1,50,F,over head flight
2024 Summer,2024-Apr-25,D03,08:37,2,Bird,,Southern Hill Myna,3,50,F,over head flight
2024 Summer,2024-Apr-25,C03,08:55,1,Bird,,Jungle Myna,15,10,S,feeding on Macaranga fruits
2024 Summer,2024-Apr-25,C03,08:55,1,Bird,,Red-whiskered Bulbul,10,10,S,feeding on Macaranga fruits
2024 Summer,2024-Apr-25,C03,08:55,1,Bird,,Plum-headed Parakeet,1,10,S,Tailess female
2024 Summer,2024-Apr-25,C03,08:55,1,Bird,,Nilgiri Flowerpecker,1,0,S,
2024 Summer,2024-Apr-25,C03,08:55,1,Bird,,White-bellied Treepie,1,30,H,From forest
2024 Summer,2024-Apr-25,C03,08:55,2,Bird,,Vernal Hanging-Parrot (Indian Lorikeet),1,30,H,
2024 Summer,2024-Apr-25,C03,08:55,2,Bird,,Oriental Magpie-Robin,1,30,H,
2024 Summer,2024-Apr-25,C03,08:55,2,Bird,,Plum-headed Parakeet,1,10,S,
2024 Summer,2024-Apr-25,C03,08:55,2,Bird,,Indian White-eye (Oriental White-eye),1,50,H,Heard by Praveen
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Yellow-browed Bulbul,2,30,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Indian Scimitar-Babbler,2,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Mammal,,MALABAR GIANT SQUIRREL,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Greater Racket-tailed Drongo,1,50,H,Time: 06:35
2024 Summer,2024-Apr-22,J13,06:33,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Southern Hill Myna,1,50,H,"GP, "
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Malabar Barbet (Crimson-throated Barbet),1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Asian Emerald Dove,1,50,H,Time: 06:37
2024 Summer,2024-Apr-22,J13,06:33,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-22,J13,06:33,2,Birdsp.,,Woodpecker sp.,1,50,H,Time: 06:41
2024 Summer,2024-Apr-22,J13,06:33,2,Bird,,Southern Hill Myna,3,30,F,"UC, Time: 06:42"
2024 Summer,2024-Apr-22,J13,06:33,2,Bird,,Malabar Whistling-Thrush,1,50,H,"X, Time: 06:43"
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Malabar Whistling-Thrush,1,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Indian Scimitar-Babbler,2,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Mammal,,NILGIRI LANGUR,1,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Red-whiskered Bulbul,1,50,H,"GP, Time: 06:56"
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,White-cheeked Barbet (Small Green Barbet),2,50,H,Time: 06:57
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Malabar Imperial-Pigeon,1,50,H,
2024 Summer,2024-Apr-22,I13,06:54,1,Bird,,Yellow-browed Bulbul,1,50,H,Time: 06:58
2024 Summer,2024-Apr-22,I13,06:54,1,Mammal,,NILGIRI LANGUR,1,5,S,Time: 06:59
2024 Summer,2024-Apr-22,I13,06:54,2,Bird,,Malabar Whistling-Thrush,1,50,H,Time: 07:02
2024 Summer,2024-Apr-22,I13,06:54,2,Bird,,Yellow-browed Bulbul,1,30,H,Time: 07:03
2024 Summer,2024-Apr-22,I13,06:54,2,Bird,,Nilgiri Flowerpecker,1,5,F,OC
2024 Summer,2024-Apr-22,I13,06:54,2,Bird,,Indian Peafowl,1,50,H,Time: 07:04
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,White-throated Kingfisher,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Greenish Warbler,1,30,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Grey Junglefowl,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Southern Hill Myna,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Puff-throated Babbler,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Indian Peafowl,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Malabar Whistling-Thrush,1,50,H,Time: 07:13
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Mammal,,NILGIRI LANGUR,1,50,H,Time: 07:14
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,1,Bird,,Yellow-browed Bulbul,2,30,H,
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Indian Scimitar-Babbler,1,30,H,Time: 07:16
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Indian Scimitar-Babbler,1,30,H,diff
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Large-billed Crow,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Indian Peafowl,1,50,H,
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Greater Racket-tailed Drongo,1,30,H,Time: 07:19
2024 Summer,2024-Apr-22,H13,07:10,2,Bird,,Yellow-browed Bulbul,2,20,H,Time: 07:20
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Bar-winged Flycatcher-shrike,1,5,S,"Time: 07:24, MSF start"
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Vernal Hanging-parrot (Indian Lorikeet),1,10,H,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Yellow-browed Bulbul,2,10,H,MSF
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Velvet-fronted Nuthatch,1,10,H,MSF
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Orange Minivet,1,10,S,"GP, MSF"
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Southern Hill Myna,1,20,H,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Indian Scimitar-Babbler,1,30,H,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Chestnut-headed Bee-eater,1,0,S,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Malabar Whistling-Thrush,2,5,S,Time: 07:20
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Indian Swiftlet,1,50,F,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Velvet-fronted Nuthatch,2,5,S,MSF
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Common Tailorbird,1,10,H,Time: 07:20
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,Malabar Whistling-Thrush,1,30,H,
2024 Summer,2024-Apr-22,G13,07:24,1,Bird,,White-cheeked Barbet (Small Green Barbet),2,10,H,
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,Southern Hill Myna,1,20,S,"GP, Time: 07:20"
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,Asian Fairy-Bluebird,1,50,H,MSF
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,Large-billed Crow,1,20,S,
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,Common Tailorbird,1,15,H,Time: 07:20
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,Indian Peafowl,1,30,H,
2024 Summer,2024-Apr-22,G13,07:24,2,Bird,,White-bellied Treepie,1,50,H,X
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Puff-throated Babbler,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Chestnut-headed Bee-eater,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,White-cheeked Barbet (Small Green Barbet),2,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Yellow-browed Bulbul,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Malabar Whistling-Thrush,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Red-whiskered Bulbul,1,50,H,Time: 07:44
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Crimson-backed Sunbird (Small Sunbird),1,20,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Indian Peafowl,1,50,H,Time: 07:46
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Common Tailorbird,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,1,Bird,,Greater Racket-tailed Drongo,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Red Spurfowl,1,50,H,Time: 07:48
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Greater Racket-tailed Drongo,1,30,H,Time: 07:49
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Indian Scimitar-Babbler,1,50,H,Time: 07:50
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Nilgiri Flowerpecker,1,50,H,Time: 07:51
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Yellow-browed Bulbul,2,20,S,
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,White-bellied Treepie,1,50,H,
2024 Summer,2024-Apr-22,F13,07:42,2,Bird,,Chestnut-headed Bee-eater,1,20,S,
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,Asian Fairy-Bluebird,2,5,S,
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,White-bellied Treepie,2,10,H,
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,Crimson-backed Sunbird (Small Sunbird),1,30,H,"GP, "
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,White-cheeked Barbet (Small Green Barbet),1,50,H,
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,Greater Racket-tailed Drongo,1,30,H,
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,White-bellied Treepie,1,50,H,Time: 08:03
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,Orange Minivet,1,15,H,"GP, "
2024 Summer,2024-Apr-22,G12,08:00,1,Bird,,Yellow-browed Bulbul,1,20,H,
2024 Summer,2024-Apr-22,G12,08:00,2,Mammal,,NILGIRI LANGUR,1,50,H,Time: 08:05
2024 Summer,2024-Apr-22,G12,08:00,2,Bird,,Indian Scimitar-Babbler,2,50,H,Time: 08:06
2024 Summer,2024-Apr-22,G12,08:00,2,Bird,,Nilgiri Flowerpecker,1,5,S,Time: 08:08
2024 Summer,2024-Apr-22,G12,08:00,2,Bird,,Yellow-browed Bulbul,1,15,H,"GP, Time: 08:09"
2024 Summer,2024-Apr-22,G12,08:00,2,Bird,,Common Tailorbird,1,50,H,
