seasonYear,date,gridID,start_time,timeSeg,birdMamm,common_name,number,distance,HSF,remarks,scientific_name
2024 Summer,2024-Apr-25,G05,6:37,2,Bird,Greater Racket-tailed Drongo,1,50,H,different one,Dicrurus paradiseus
2024 Summer,2024-Apr-25,H05,6:52,1,Bird,Velvet-fronted Nuthatch,1,50,H,,Sitta frontalis
2024 Summer,2024-Apr-25,H05,6:52,1,Bird,Greater Racket-tailed Drongo,1,50,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,H05,6:52,1,Bird,Malabar Trogon,1,20,S,female. First heard the calls and then saw it fly in,Harpactes fasciatus
2024 Summer,2024-Apr-25,H05,6:52,1,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Summer,2024-Apr-25,H05,6:52,2,Bird,Crimson-backed Sunbird,1,15,H,,Leptocoma minima
2024 Summer,2024-Apr-25,H05,6:52,2,Bird,White-bellied Treepie,2,20,H,,Dendrocitta leucogastra
2024 Summer,2024-Apr-25,H05,6:52,2,Bird,Indian White-eye,1,20,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Malabar Trogon,1,30,H,,Harpactes fasciatus
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Greater Racket-tailed Drongo,1,30,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Stork-billed Kingfisher,1,50,H,,Pelargopsis capensis
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,White-bellied Blue Flycatcher,1,15,H,,Cyornis pallidipes
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Nilgiri Flowerpecker,1,10,H,,Dicaeum concolor
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Indian White-eye,1,10,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Vernal Hanging-Parrot,1,30,H,"Flying, over canopy",Loriculus vernalis
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,Yellow-browed Bulbul,2,30,H,,Iole indica
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Summer,2024-Apr-25,I05,7:06,1,Bird,White-throated Kingfisher,1,20,S,"Flying away, under canopy",Halcyon smyrnensis
2024 Summer,2024-Apr-25,I05,7:06,2,Bird,Greater Racket-tailed Drongo,3,5,S,total 4 in this segment,Dicrurus paradiseus
2024 Summer,2024-Apr-25,I05,7:06,2,Bird,Southern Hill Myna,1,50,H,,Gracula indica
2024 Summer,2024-Apr-25,I05,7:06,2,Bird,White-bellied Treepie,1,20,H,,Dendrocitta leucogastra
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Malabar Trogon,1,30,S,"male, mixed flock",Harpactes fasciatus
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,White-bellied Treepie,1,30,H,,Dendrocitta leucogastra
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Stork-billed Kingfisher,1,50,H,v far,Pelargopsis capensis
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Vernal Hanging-Parrot,1,30,F,,Loriculus vernalis
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Southern Hill Myna,1,50,H,"gp, ",Gracula indica
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Velvet-fronted Nuthatch,1,20,H,,Sitta frontalis
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Bar-winged Flycatcher-shrike,1,20,S,,Hemipus picatus
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Indian Yellow Tit,3,15,S,,Machlolophus aplonotus
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Greater Racket-tailed Drongo,1,20,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Malabar Woodshrike,1,20,S,,Tephrodornis sylvicola
2024 Summer,2024-Apr-25,J05,7:24,1,Bird,Orange Minivet,2,20,H,,Pericrocotus flammeus
2024 Summer,2024-Apr-25,J05,7:24,2,Bird,Yellow-browed Bulbul,2,5,H,,Iole indica
2024 Summer,2024-Apr-25,J05,7:24,2,Bird,Indian White-eye,1,5,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-25,J05,7:24,2,Bird,Indian Scimitar-Babbler,1,50,H,,Pomatorhinus horsfieldii
2024 Summer,2024-Apr-25,J05,7:24,2,Bird,Malabar Barbet,1,50,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-25,J05,7:24,2,Bird,Malabar Grey Hornbill,1,50,H,,Ocyceros griseus
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Bar-winged Flycatcher-shrike,1,20,H,,Hemipus picatus
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Large-billed Crow,1,50,S,f,Corvus macrorhynchos
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Square-tailed Bulbul,1,20,S,f,Hypsipetes ganeesa
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Greater Racket-tailed Drongo,1,20,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Indian White-eye,1,20,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Ashy Prinia,1,50,H,,Prinia socialis
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Little Spiderhunter,1,20,S,f,Arachnothera longirostra
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Stork-billed Kingfisher,1,20,H,,Pelargopsis capensis
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Southern Hill Myna,1,50,H,,Gracula indica
2024 Summer,2024-Apr-25,J04,7:38,1,Bird,Crested Serpent-Eagle,1,50,S,"Flying, over canopy",Spilornis cheela
2024 Summer,2024-Apr-25,J04,7:38,2,Bird,Paddyfield Pipit,1,50,S,"calling in flight and landing on a stump, did this for 3 times. Earlier thought it to be a Oriental Skylark but  the call matches more with PaPi",Anthus rufulus
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,Southern Hill Myna,4,20,S,moving in a tree,Gracula indica
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,Greater Racket-tailed Drongo,1,50,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,Yellow-browed Bulbul,2,30,H,,Iole indica
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,White-cheeked Barbet,1,30,H,,Psilopogon viridis
2024 Summer,2024-Apr-25,K04,7:55,1,Bird,Greater Coucal,1,20,H,,Centropus sinensis
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,Malabar Imperial-Pigeon,1,30,H,,Ducula cuprea
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,Malabar Grey Hornbill,1,30,H,,Ocyceros griseus
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,Jungle Owlet,1,50,H,,Glaucidium radiatum
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,Indian Swiftlet,1,50,F,oc,Aerodramus unicolor
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,Great Hornbill,1,50,H,,Buceros bicornis
2024 Summer,2024-Apr-25,K04,7:55,2,Bird,White-bellied Treepie,1,20,H,,Dendrocitta leucogastra
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Stork-billed Kingfisher,1,30,H,,Pelargopsis capensis
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Velvet-fronted Nuthatch,1,0,S,,Sitta frontalis
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Nilgiri Flowerpecker,1,10,S,,Dicaeum concolor
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,White-bellied Blue Flycatcher,1,5,S,female,Cyornis pallidipes
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Great Hornbill,1,50,H,,Buceros bicornis
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Southern Hill Myna,2,15,S,,Gracula indica
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Greater Racket-tailed Drongo,1,5,S,,Dicrurus paradiseus
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Malabar Barbet,2,50,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Malabar Woodshrike,8,20,S,mixed flock,Tephrodornis sylvicola
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Small Minivet,1,20,S,"male, mixed flock",Pericrocotus cinnamomeus
2024 Summer,2024-Apr-25,L04,8:09,1,Bird,Common Flameback,1,20,S,mixed flock,Dinopium javanense
2024 Summer,2024-Apr-25,L04,8:09,2,Bird,Malabar Trogon,1,20,S,"male, mixed flock",Harpactes fasciatus
2024 Summer,2024-Apr-25,L04,8:09,2,Bird,Orange Minivet,1,30,S,mixed flock,Pericrocotus flammeus
2024 Summer,2024-Apr-25,L04,8:09,2,Bird,Common Iora,1,20,S,could be 2 birds,Aegithina tiphia
2024 Summer,2024-Apr-25,L04,8:09,2,Bird,White-cheeked Barbet,1,20,S,Low in the bushes at ground level,Psilopogon viridis
2024 Summer,2024-Apr-25,L04,8:09,2,Bird,Greater Coucal,1,20,S," While exiting saw a congregation of woodpeckers- 3 Brown-capped Pgymy Woodpeckers, 1- Common Flameback, 1- Black-rumped Flameback and 1 Lesser Yellow nape, all in trees with 5 m of each other and while woodpeckers landed on trunks, malabar woodshrikes flew in and were in understory. ",Centropus sinensis
2024 Summer,2024-Apr-25,L05,8:32,1,Bird,Stork-billed Kingfisher,1,50,H,,Pelargopsis capensis
2024 Summer,2024-Apr-25,L05,8:32,1,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Summer,2024-Apr-25,L05,8:32,1,Bird,Indian Scimitar-Babbler,1,50,H,,Pomatorhinus horsfieldii
2024 Summer,2024-Apr-25,L05,8:32,1,Bird,Grey-fronted Green-Pigeon,1,30,H,,Treron affinis
2024 Summer,2024-Apr-25,L05,8:32,1,Bird,Great Hornbill,1,50,H,very far.,Buceros bicornis
2024 Summer,2024-Apr-25,L05,8:32,2,Bird,Malabar Barbet,1,50,H,very far.,Psilopogon malabaricus
2024 Summer,2024-Apr-25,K05,8:46,1,Bird,Malabar Grey Hornbill,1,20,H,,Ocyceros griseus
2024 Summer,2024-Apr-25,K05,8:46,1,Bird,Malabar Imperial-Pigeon,1,20,H,,Ducula cuprea
2024 Summer,2024-Apr-25,K05,8:46,1,Bird,Stork-billed Kingfisher,1,50,H,,Pelargopsis capensis
2024 Summer,2024-Apr-25,K05,8:46,1,Bird,Grey-fronted Green-Pigeon,1,30,S,could be 2 birds,Treron affinis
2024 Summer,2024-Apr-25,K05,8:46,1,Bird,Southern Hill Myna,2,30,H,,Gracula indica
2024 Summer,2024-Apr-25,K05,8:46,2,Bird,Malabar Barbet,2,50,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-25,K05,8:46,2,Bird,White-bellied Blue Flycatcher,1,20,H,,Cyornis pallidipes
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,White-bellied Blue Flycatcher,1,30,H,as entered,Cyornis pallidipes
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Velvet-fronted Nuthatch,20,30,H,,Sitta frontalis
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Indian Yellow Tit,1,20,H,,Machlolophus aplonotus
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Vernal Hanging-Parrot,1,20,F,UC,Loriculus vernalis
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Malabar Barbet,1,50,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Malabar Whistling-Thrush,1,50,H,,Myophonus horsfieldii
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Oriental Magpie-Robin,1,30,H,,Copsychus saularis
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Greater Racket-tailed Drongo,2,50,S,,Dicrurus paradiseus
2024 Summer,2024-Apr-22,J10,6:35,1,Bird,Asian Fairy-bluebird,1,30,H,,Irena puella
2024 Summer,2024-Apr-22,J10,6:35,2,Bird,Indian White-eye,1,15,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-22,J10,6:35,2,Bird,Southern Hill Myna,2,30,H,,Gracula indica
2024 Summer,2024-Apr-22,J10,6:35,2,Bird,Red-whiskered Bulbul,1,30,H,,Pycnonotus jocosus
2024 Summer,2024-Apr-22,J10,6:35,2,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,J10,6:35,2,Bird,Malabar Flameback,1,30,H,,Chrysocolaptes socialis
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Large-billed Crow,1,50,H,,Corvus macrorhynchos
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Malabar Imperial-Pigeon,1,30,H,,Ducula cuprea
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Red-whiskered Bulbul,1,50,H,,Pycnonotus jocosus
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Oriental Magpie-Robin,1,30,H,,Copsychus saularis
2024 Summer,2024-Apr-22,K10,6:50,1,Bird,Greater Racket-tailed Drongo,2,30,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-22,K10,6:50,2,Bird,Greater Racket-tailed Drongo,1,50,H,diff ,Dicrurus paradiseus
2024 Summer,2024-Apr-22,K10,6:50,2,Bird,Crimson-backed Sunbird,1,30,H,,Leptocoma minima
2024 Summer,2024-Apr-22,K10,6:50,2,Bird,Malabar Imperial-Pigeon,1,50,H,diff,Ducula cuprea
2024 Summer,2024-Apr-22,K10,6:50,2,Bird,Yellow-browed Bulbul,2,30,H,,Iole indica
2024 Summer,2024-Apr-22,L10,7:10,1,Bird,Malabar Whistling-Thrush,2,30,S,,Myophonus horsfieldii
2024 Summer,2024-Apr-22,L10,7:10,1,Bird,Yellow-browed Bulbul,1,30,H,,Iole indica
2024 Summer,2024-Apr-22,L10,7:10,1,Bird,Malabar Imperial-Pigeon,1,50,H,,Ducula cuprea
2024 Summer,2024-Apr-22,L10,7:10,1,Bird,Greater Racket-tailed Drongo,1,20,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Crimson-backed Sunbird,1,10,H,,Leptocoma minima
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Yellow-browed Bulbul,2,20,H,,Iole indica
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Golden-fronted Leafbird,1,15,H,,Chloropsis aurifrons
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Asian Fairy-bluebird,2,15,S,,Irena puella
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Indian White-eye,5,5,H,*,Zosterops palpebrosus
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Nilgiri Flowerpecker,1,15,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Indian Yellow Tit,2,5,S,*,Machlolophus aplonotus
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Orange Minivet,2,5,S,*,Pericrocotus flammeus
2024 Summer,2024-Apr-22,M10,7:27,1,Bird,Nilgiri Flowerpecker,1,5,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,M10,7:27,2,Bird,Large-billed Leaf Warbler,1,30,H,two note call,Phylloscopus magnirostris
2024 Summer,2024-Apr-22,M10,7:27,2,Bird,Southern Hill Myna,2,15,S,,Gracula indica
2024 Summer,2024-Apr-22,M10,7:27,2,Bird,Crimson-backed Sunbird,1,20,H,diff,Leptocoma minima
2024 Summer,2024-Apr-22,M10,7:27,2,Bird,Greater Racket-tailed Drongo,1,50,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Yellow-browed Bulbul,2,20,H,,Iole indica
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Velvet-fronted Nuthatch,2,15,H,,Sitta frontalis
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Indian White-eye,1,15,H,,Zosterops palpebrosus
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Crimson-backed Sunbird,2,20,H,,Leptocoma minima
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Southern Hill Myna,1,30,H,,Gracula indica
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Asian Fairy-bluebird,1,10,F,UC,Irena puella
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Vernal Hanging-Parrot,1,20,H,,Loriculus vernalis
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Nilgiri Flowerpecker,1,30,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Vernal Hanging-Parrot,1,20,H,diiff,Loriculus vernalis
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Bar-winged Flycatcher-shrike,1,30,H,,Hemipus picatus
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Malabar Woodshrike,2,20,H,,Tephrodornis sylvicola
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Orange-headed Thrush,1,50,H,,Geokichla citrina
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Malabar Imperial-Pigeon,1,50,H,,Ducula cuprea
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Bronzed Drongo,1,30,H,,Dicrurus aeneus
2024 Summer,2024-Apr-22,M09,7:42,1,Bird,Lesser Yellownape,1,20,H,,Picus chlorolophus
2024 Summer,2024-Apr-22,M09,7:42,2,Bird,Malabar Woodshrike,1,30,H,,Tephrodornis sylvicola
2024 Summer,2024-Apr-22,M09,7:42,2,Bird,Malabar Trogon,1,30,H,,Harpactes fasciatus
2024 Summer,2024-Apr-22,M09,7:42,2,Bird,Malabar Imperial-Pigeon,2,15,F,UC,Ducula cuprea
2024 Summer,2024-Apr-22,M09,7:42,2,Bird,Nilgiri Flowerpecker,1,10,F,UC,Dicaeum concolor
2024 Summer,2024-Apr-22,M09,7:42,2,Bird,Speckled Piculet,1,20,H,,Picumnus innominatus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Malabar Trogon,1,10,S,entered and heard and then saw,Harpactes fasciatus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Indian White-eye,1,20,H,"gp, ",Zosterops palpebrosus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Bar-winged Flycatcher-shrike,1,30,H,,Hemipus picatus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Yellow-browed Bulbul,1,30,H,,Iole indica
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Orange Minivet,2,30,H,,Pericrocotus flammeus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Speckled Piculet,2,20,S,,Picumnus innominatus
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Malabar Imperial-Pigeon,1,20,H,,Ducula cuprea
2024 Summer,2024-Apr-22,L09,7:58,1,Bird,Grey-fronted Green-Pigeon,4,30,F,,Treron affinis
2024 Summer,2024-Apr-22,L09,7:58,2,Bird,Nilgiri Flowerpecker,1,5,F,UC,Dicaeum concolor
2024 Summer,2024-Apr-22,L09,7:58,2,Bird,Crimson-backed Sunbird,1,30,H,,Leptocoma minima
2024 Summer,2024-Apr-22,L09,7:58,2,Bird,Large-billed Crow,1,50,H,,Corvus macrorhynchos
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Orange Minivet,1,20,H,,Pericrocotus flammeus
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Nilgiri Flowerpecker,1,30,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Grey-fronted Green-Pigeon,1,50,H,,Treron affinis
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Southern Hill Myna,1,30,H,,Gracula indica
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Malabar Imperial-Pigeon,1,50,H,,Ducula cuprea
2024 Summer,2024-Apr-22,K09,8:15,1,Bird,Vernal Hanging-Parrot,1,20,F,UC,Loriculus vernalis
2024 Summer,2024-Apr-22,K09,8:15,2,Bird,Yellow-browed Bulbul,2,0,S,,Iole indica
2024 Summer,2024-Apr-22,K09,8:15,2,Bird,Crimson-backed Sunbird,1,10,S,female,Leptocoma minima
2024 Summer,2024-Apr-22,K09,8:15,2,Bird,White-cheeked Barbet,1,50,H,,Psilopogon viridis
2024 Summer,2024-Apr-22,J09,8:31,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,J09,8:31,1,Bird,Red-whiskered Bulbul,1,30,H,near tea,Pycnonotus jocosus
2024 Summer,2024-Apr-22,J09,8:31,1,Bird,White-cheeked Barbet,1,30,H,,Psilopogon viridis
2024 Summer,2024-Apr-22,J09,8:31,1,Bird,Malabar Imperial-Pigeon,1,30,H,,Ducula cuprea
2024 Summer,2024-Apr-22,J09,8:31,1,Bird,Yellow-browed Bulbul,2,20,H,,Iole indica
2024 Summer,2024-Apr-22,J09,8:31,2,Bird,Orange Minivet,2,20,S,,Pericrocotus flammeus
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,White-bellied Treepie,3,15,S,,Dendrocitta leucogastra
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Velvet-fronted Nuthatch,1,15,S,,Sitta frontalis
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Malabar Grey Hornbill,1,10,S,Male,Ocyceros griseus
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Small Minivet,1,20,H,GP,Pericrocotus cinnamomeus
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Plum-headed Parakeet,1,30,H,in tea,Psittacula cyanocephala
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Common Iora,2,20,H,,Aegithina tiphia
2024 Summer,2024-Apr-22,I09,8:47,1,Bird,Grey Junglefowl,1,50,H,>50 m,Gallus sonneratii
2024 Summer,2024-Apr-22,I09,8:47,2,Bird,Red-whiskered Bulbul,2,20,S,tea,Pycnonotus jocosus
2024 Summer,2024-Apr-22,I09,8:47,2,Bird,Eurasian Hoopoe,1,30,F,"UC, tea",Upupa epops
2024 Summer,2024-Apr-22,I09,8:47,2,Bird,Yellow-browed Bulbul,1,30,H,,Iole indica
2024 Summer,2024-Apr-22,I08,9:02,1,Bird,White-bellied Treepie,1,20,S,GP,Dendrocitta leucogastra
2024 Summer,2024-Apr-22,I08,9:02,1,Bird,Spotted Dove,1,30,H,tea,Streptopelia chinensis
2024 Summer,2024-Apr-22,I08,9:02,1,Bird,Red-whiskered Bulbul,1,30,H,tea,Pycnonotus jocosus
2024 Summer,2024-Apr-22,I08,9:02,1,Bird,White-cheeked Barbet,1,20,S,Forest,Psilopogon viridis
2024 Summer,2024-Apr-22,I08,9:02,1,Bird,Nilgiri Flowerpecker,1,15,H,,Dicaeum concolor
2024 Summer,2024-Apr-22,I08,9:02,2,Bird,Asian Fairy-bluebird,1,10,S,,Irena puella
2024 Summer,2024-Apr-22,I08,9:02,2,Bird,Grey Junglefowl,1,50,H,,Gallus sonneratii
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Great Hornbill,1,50,H,,Buceros bicornis
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Greater Racket-tailed Drongo,2,30,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Velvet-fronted Nuthatch,2,15,S,,Sitta frontalis
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Greater Racket-tailed Drongo,1,0,F,,Dicrurus paradiseus
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Malabar Imperial-Pigeon,1,30,H,,Ducula cuprea
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Malabar Grey Hornbill,2,50,H,,Ocyceros griseus
2024 Summer,2024-Apr-24,J08,6:14,1,Bird,Bronzed Drongo,1,30,H,,Dicrurus aeneus
2024 Summer,2024-Apr-24,J08,6:14,2,Bird,Southern Hill Myna,1,50,H,,Gracula indica
2024 Summer,2024-Apr-24,J08,6:14,2,Bird,Orange Minivet,1,30,H,,Pericrocotus flammeus
2024 Summer,2024-Apr-24,J08,6:14,2,Bird,Malabar Barbet,1,30,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-24,J08,6:14,2,Bird,Speckled Piculet,1,30,H,,Picumnus innominatus
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Greater Racket-tailed Drongo,1,30,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Malabar Barbet,2,50,H,,Psilopogon malabaricus
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Velvet-fronted Nuthatch,1,20,H,,Sitta frontalis
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Nilgiri Flowerpecker,1,5,S,,Dicaeum concolor
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Malabar Imperial-Pigeon,1,10,H,,Ducula cuprea
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Yellow-browed Bulbul,2,20,S,,Iole indica
2024 Summer,2024-Apr-24,K08,6:31,1,Bird,Malabar Grey Hornbill,1,50,H,,Ocyceros griseus
2024 Summer,2024-Apr-24,K08,6:31,2,Bird,Malabar Imperial-Pigeon,2,10,F,OC,Ducula cuprea
2024 Summer,2024-Apr-24,K08,6:31,2,Bird,Grey Junglefowl,2,50,H,,Gallus sonneratii
2024 Summer,2024-Apr-24,K08,6:31,2,Bird,Red Spurfowl,1,50,H,,Galloperdix spadicea
2024 Summer,2024-Apr-24,K08,6:31,2,Bird,Asian Emerald Dove,1,30,H,,Chalcophaps indica
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Malabar Trogon,1,20,H,"Seen by Sundaraj, Male bird",Harpactes fasciatus
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Yellow-browed Bulbul,2,30,H,,Iole indica
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Malabar Imperial-Pigeon,1,30,H,,Ducula cuprea
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Orange Minivet,1,30,H,,Pericrocotus flammeus
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Velvet-fronted Nuthatch,1,30,H,,Sitta frontalis
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Large-billed Crow,1,50,S,,Corvus macrorhynchos
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Yellow-browed Bulbul,2,20,H,,Iole indica
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Greater Racket-tailed Drongo,1,30,H,,Dicrurus paradiseus
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Nilgiri Flowerpecker,1,20,H,,Dicaeum concolor
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Asian Emerald Dove,1,50,H,,Chalcophaps indica
2024 Summer,2024-Apr-24,L08,6:46,1,Bird,Asian Fairy-bluebird,1,30,H,,Irena puella
